uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies
Q2VPB7,109,AP5B1_HUMAN,AP-5 complex subunit beta-1,Experimental evidence at protein level,,,"65739,67880"
Q2VPJ9,115,LR75B_HUMAN,Leucine-rich repeat-containing protein 75B,Experimental evidence at transcript level,,,2540
Q2VPK5,131,CTU2_HUMAN,Cytoplasmic tRNA 2-thiolation protein 2,Experimental evidence at protein level,Cytoplasm,,"41135,41894,77036"
Q2VWA4,132,SKOR2_HUMAN,SKI family transcriptional corepressor 2,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"39777,46206"
Q2VWP7,136,PRTG_HUMAN,Protogenin,Experimental evidence at transcript level,Membrane,ECO:0000255,"32137,32138,43188"
Q2VY69,142,ZN284_HUMAN,Zinc finger protein 284,Experimental evidence at transcript level,Nucleus,ECO:0000305,73009
Q2VYF4,114,LETM2_HUMAN,"LETM1 domain-containing protein LETM2, mitochondrial",Experimental evidence at transcript level,Mitochondrion inner membrane,ECO:0000250,"25032,53676,72905"
Q2WEN9,133,CEA16_HUMAN,Carcinoembryonic antigen-related cell adhesion molecule 16,Experimental evidence at protein level,Secreted,ECO:0000269,"45075,54797"
Q2WGJ6,133,KLH38_HUMAN,Kelch-like protein 38,Experimental evidence at protein level,,,"24770,27115"
Q2WGJ8,94,TM249_HUMAN,Cation channel sperm-associated auxiliary subunit TMEM249,Experimental evidence at transcript level,"Cell projection,cilium,flagellum membrane",ECO:0000250,"44169,56388,78901"
Q2WGJ9,123,FR1L6_HUMAN,Fer-1-like protein 6,Experimental evidence at transcript level,Membrane,ECO:0000305,"54117,64754"
Q2WGN9,123,GAB4_HUMAN,GRB2-associated-binding protein 4,Experimental evidence at transcript level,,,44621
Q2Y0W8,139,S4A8_HUMAN,Electroneutral sodium bicarbonate exchanger 1,Experimental evidence at protein level,"Apical cell membrane;Basolateral cell membrane;Cytoplasmic vesicle,secretory vesicle,synaptic vesicle membrane",ECO:0000269;ECO:0000250;ECO:0000250,"31536,46665,77895,78058"
Q2YD98,123,UVSSA_HUMAN,UV-stimulated scaffold protein A,Experimental evidence at protein level,Chromosome,ECO:0000269,"42774,50824,53496"
Q30154,188,DRB5_HUMAN,"HLA class II histocompatibility antigen, DR beta 5 chain",Experimental evidence at protein level,"Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus,trans-Golgi network membrane;Endosome membrane;Lysosome membrane;Late endosome membrane",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,43151
Q30201,226,HFE_HUMAN,Hereditary hemochromatosis protein,Experimental evidence at protein level,Cell membrane,ECO:0000269,"17276,28845,53470"
Q30KP8,107,DB136_HUMAN,Defensin beta 136,Protein inferred from homology,Secreted,ECO:0000250,"46946,54410,68255"
Q30KP9,102,DB135_HUMAN,Beta-defensin 135,Protein inferred from homology,Secreted,ECO:0000305,"44176,79445"
Q30KQ1,94,DB133_HUMAN,Beta-defensin 133,Protein inferred from homology,Secreted,ECO:0000305,44172
Q30KQ4,98,DB116_HUMAN,Beta-defensin 116,Protein inferred from homology,Secreted,ECO:0000250,47430
Q30KQ5,99,DB115_HUMAN,Beta-defensin 115,Experimental evidence at protein level,Secreted,ECO:0000250,"45706,53160"
Q30KQ6,100,DB114_HUMAN,Beta-defensin 114,Experimental evidence at protein level,Secreted,ECO:0000250,52126
Q30KQ7,95,DB113_HUMAN,Beta-defensin 113,Protein inferred from homology,Secreted,ECO:0000250,52327
Q32M45,133,ANO4_HUMAN,Anoctamin-4,Experimental evidence at transcript level,Cell membrane,ECO:0000269,"47131,53412"
Q32M78,137,ZN699_HUMAN,Zinc finger protein 699,Experimental evidence at protein level,Nucleus,ECO:0000305,"2129,58287,62640"
Q32M84,128,BTBDG_HUMAN,BTB/POZ domain-containing protein 16,Experimental evidence at protein level,,,"39622,40529,57638"
Q32M88,127,PGGHG_HUMAN,Protein-glucosylgalactosylhydroxylysine glucosidase,Experimental evidence at protein level,,,"39383,40167,58829"
Q32MH5,112,ATOSA_HUMAN,Atos homolog protein A,Experimental evidence at protein level,Nucleus,ECO:0000250,"39369,40180,66144"
Q32MK0,130,MYLK3_HUMAN,Myosin light chain kinase 3,Experimental evidence at protein level,Cytoplasm,ECO:0000250,"40258,73447"
Q32MQ0,124,ZN750_HUMAN,Zinc finger protein 750,Experimental evidence at protein level,Nucleus,ECO:0000269,"21573,23012"
Q32MZ4,152,LRRF1_HUMAN,Leucine-rich repeat flightless-interacting protein 1,Experimental evidence at protein level,Nucleus;Cytoplasm,,6979
Q32NB8,128,PGPS1_HUMAN,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",Experimental evidence at transcript level,Mitochondrion,ECO:0000250,"22526,52917"
Q32NC0,123,CR021_HUMAN,UPF0711 protein C18orf21,Experimental evidence at protein level,,,"65505,67322"
Q32P28,159,P3H1_HUMAN,Prolyl 3-hydroxylase 1,Experimental evidence at protein level,Endoplasmic reticulum,,"12113,16980"
Q32P41,131,TRM5_HUMAN,tRNA (guanine(37)-N1)-methyltransferase,Experimental evidence at protein level,Mitochondrion matrix;Nucleus;Cytoplasm,ECO:0000255;ECO:0000269;ECO:0000255;ECO:0000255,943
Q32P44,149,EMAL3_HUMAN,Echinoderm microtubule-associated protein-like 3,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cytoplasm;Nucleus;Midbody;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000305;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"56421,65927,77025,78377"
Q32P51,141,RA1L2_HUMAN,Heterogeneous nuclear ribonucleoprotein A1-like 2,Experimental evidence at transcript level,Nucleus;Cytoplasm,ECO:0000250;ECO:0000250,77520
Q32Q52,100,CL074_HUMAN,Uncharacterized protein C12orf74,Experimental evidence at protein level,,,"39294,47623,60632,62856"
Q32ZL2,117,PLPR5_HUMAN,Phospholipid phosphatase-related protein type 5,Experimental evidence at transcript level,Cell membrane,ECO:0000250,"18072,59085,76474"
Q330K2,127,NDUF6_HUMAN,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",Experimental evidence at protein level,Mitochondrion inner membrane,,"47148,50545,66496"
Q33E94,139,RFX4_HUMAN,Transcription factor RFX4,Experimental evidence at protein level,Nucleus,ECO:0000255,"50527,53576,65056"
Q38SD2,162,LRRK1_HUMAN,Leucine-rich repeat serine/threonine-protein kinase 1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,10537
Q3B726,133,RPA43_HUMAN,DNA-directed RNA polymerase I subunit RPA43,Experimental evidence at protein level,"Nucleus,nucleolus",ECO:0000250,"19071,22416"
Q3B7I2,112,CNPY1_HUMAN,Protein canopy homolog 1,Protein inferred from homology,,,47400
Q3B7J2,139,GFOD2_HUMAN,Glucose-fructose oxidoreductase domain-containing protein 2,Experimental evidence at transcript level,"Secreted,extracellular space,extracellular matrix",ECO:0000250,"40939,41112"
Q3B7S5,103,SMI21_HUMAN,Small integral membrane protein 21,Experimental evidence at protein level,Membrane,ECO:0000305,41686
Q3B7T1,136,EDRF1_HUMAN,Erythroid differentiation-related factor 1,Experimental evidence at protein level,Nucleus,ECO:0000305,31820
Q3B7T3,107,BEAN1_HUMAN,Protein BEAN1,Experimental evidence at transcript level,Membrane,ECO:0000305,53851
Q3B820,131,F161A_HUMAN,Protein FAM161A,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium basal body;Cell projection,cilium",ECO:0000269;ECO:0000269,"32118,32119,64830"
Q3B8N2,133,LEG9B_HUMAN,Galectin-9B,Experimental evidence at protein level,,,"46876,47218"
Q3B8N5,129,PROX2_HUMAN,Prospero homeobox protein 2,Experimental evidence at transcript level,Nucleus,ECO:0000305,45057
Q3BBV0,114,NBPF1_HUMAN,Neuroblastoma breakpoint family member 1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"38748,41335,42595,43105,43692,44023,46888,46971,58050,63248"
Q3C1V0,85,M4A18_HUMAN,Membrane-spanning 4-domains subfamily A member 18,Experimental evidence at transcript level,Membrane,ECO:0000255,45121
Q3C1V1,99,CK091_HUMAN,Uncharacterized protein C11orf91,Experimental evidence at transcript level,,,"47064,50487,75247"
Q3C1V8,129,BSH_HUMAN,Brain-specific homeobox protein homolog,Experimental evidence at transcript level,Nucleus,ECO:0000250,"15654,62277"
Q3I5F7,113,ACOT6_HUMAN,Acyl-coenzyme A thioesterase 6,Experimental evidence at transcript level,Peroxisome,ECO:0000305,"49492,58258"
Q3KNS6,150,ZN829_HUMAN,Zinc finger protein 829,Experimental evidence at protein level,Nucleus,ECO:0000305,"51905,63156,71465,73073"
Q3KNT9,103,TMM95_HUMAN,Sperm-egg fusion protein TMEM95,Experimental evidence at protein level,"Cytoplasmic vesicle,secretory vesicle,acrosome membrane",ECO:0000250,77311
Q3KNV8,143,PCGF3_HUMAN,Polycomb group RING finger protein 3,Experimental evidence at protein level,"Nucleus;Nucleus,nucleoplasm",ECO:0000269;ECO:0000250,"18487,61879"
Q3KNW1,148,SNAI3_HUMAN,Zinc finger protein SNAI3,Experimental evidence at transcript level,Nucleus,ECO:0000250,"16757,71127"
Q3KNW5,126,SOAT_HUMAN,Sodium-dependent organic anion transporter,Experimental evidence at protein level,Membrane,ECO:0000269,"16662,57482"
Q3KP22,113,MAJIN_HUMAN,Membrane-anchored junction protein,Experimental evidence at protein level,"Nucleus inner membrane;Chromosome,telomere",ECO:0000250;ECO:0000250,"39921,76682"
Q3KP31,144,ZN791_HUMAN,Zinc finger protein 791,Experimental evidence at protein level,Nucleus,ECO:0000305,21537
Q3KP44,134,ANR55_HUMAN,Ankyrin repeat domain-containing protein 55,Experimental evidence at protein level,,,"51049,61649"
Q3KP66,129,INAVA_HUMAN,Innate immunity activator protein,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"27499,27511,79622"
Q3KPI0,141,CEA21_HUMAN,Carcinoembryonic antigen-related cell adhesion molecule 21,Experimental evidence at transcript level,Membrane,ECO:0000305,"43411,54861,70551"
Q3KQU3,140,MA7D1_HUMAN,MAP7 domain-containing protein 1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,spindle",ECO:0000269,"28075,55782"
Q3KQV3,148,ZN792_HUMAN,Zinc finger protein 792,Experimental evidence at protein level,Nucleus,ECO:0000305,"35157,35158,42601"
Q3KQV9,122,UAP1L_HUMAN,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,Experimental evidence at protein level,,,44356
Q3KQZ1,123,S2535_HUMAN,Solute carrier family 25 member 35,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000250,"44353,51720"
Q3KR16,143,PKHG6_HUMAN,Pleckstrin homology domain-containing family G member 6,Experimental evidence at protein level,"Cell projection,microvillus;Cytoplasm,cytoskeleton,spindle;Cytoplasm,cytoskeleton,spindle pole;Cleavage furrow",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"38260,38618,41459,58230,72556"
Q3KR37,120,ASTRB_HUMAN,Protein Aster-B,Experimental evidence at protein level,Endoplasmic reticulum membrane;Cell membrane,ECO:0000269;ECO:0000269,"8557,66543,75204"
Q3KRA6,106,CB076_HUMAN,UPF0538 protein C2orf76,Experimental evidence at protein level,,,"44977,55362"
Q3KRA9,140,ALKB6_HUMAN,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"73835,74340"
Q3KRB8,125,RHGBB_HUMAN,Inactive Rho GTPase-activating protein 11B,Experimental evidence at protein level,Mitochondrion matrix,ECO:0000269,"63458,64479,73131"
Q3L8U1,161,CHD9_HUMAN,Chromodomain-helicase-DNA-binding protein 9,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"41767,42053,49420,66155"
Q3LHN0,87,KR251_HUMAN,Keratin-associated protein 25-1,Protein inferred from homology,,,31438
Q3LHN1,76,KR213_HUMAN,Keratin-associated protein 21-3,Protein inferred from homology,,,46554
Q3LI60,72,KR203_HUMAN,Keratin-associated protein 20-3,Protein inferred from homology,,,53598
Q3LI62,64,KR204_HUMAN,Putative keratin-associated protein 20-4,Protein inferred from homology,,,45086
Q3LI68,80,KR222_HUMAN,Keratin-associated protein 22-2,Protein inferred from homology,,,65328
Q3LI73,100,KR194_HUMAN,Keratin-associated protein 19-4,Experimental evidence at protein level,,,31299
Q3LI76,98,KR151_HUMAN,Keratin-associated protein 15-1,Experimental evidence at protein level,,,19534
Q3LI77,100,KR134_HUMAN,Keratin-associated protein 13-4,Experimental evidence at protein level,,,59982
Q3LI81,89,KR271_HUMAN,Keratin-associated protein 27-1,Experimental evidence at transcript level,,,"21522,48826"
Q3LI83,101,KR241_HUMAN,Keratin-associated protein 24-1,Experimental evidence at transcript level,,,"31325,48788"
Q3LIE5,129,ADPRM_HUMAN,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,Experimental evidence at protein level,,,"23206,23265,23820,69342"
Q3LXA3,149,TKFC_HUMAN,Triokinase/FMN cyclase,Experimental evidence at protein level,,,"39486,40178,48186"
Q3MHD2,127,LSM12_HUMAN,Protein LSM12,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"44129,51934,60067"
Q3MII6,129,TBC25_HUMAN,TBC1 domain family member 25,Experimental evidence at protein level,"Cytoplasm;Cytoplasmic vesicle,autophagosome",ECO:0000269;ECO:0000269,"521,29197,75347"
Q3MIN7,146,RGL3_HUMAN,Ral guanine nucleotide dissociation stimulator-like 3,Experimental evidence at protein level,,,"42763,43615,64578"
Q3MIP1,123,IPIL2_HUMAN,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 2",Experimental evidence at protein level,Membrane,,"42011,42191,48621,61128"
Q3MIR4,126,CC50B_HUMAN,Cell cycle control protein 50B,Experimental evidence at protein level,Cell membrane,ECO:0000269,43162
Q3MIS6,140,ZN528_HUMAN,Zinc finger protein 528,Experimental evidence at transcript level,Nucleus,ECO:0000305,65435
Q3MIT2,127,PUS10_HUMAN,tRNA pseudouridine synthase Pus10,Experimental evidence at protein level,Nucleus;Cytoplasm;Mitochondrion,ECO:0000269;ECO:0000269;ECO:0000305;ECO:0000269,"44736,49582"
Q3MIV0,96,KR221_HUMAN,Keratin-associated protein 22-1,Protein inferred from homology,,,31147
Q3MIW9,118,MUCL3_HUMAN,Mucin-like protein 3,Experimental evidence at protein level,Cell membrane;Cytoplasm,ECO:0000269;ECO:0000269,14036
Q3MIX3,135,ADCK5_HUMAN,Uncharacterized aarF domain-containing protein kinase 5,Experimental evidence at protein level,Membrane,ECO:0000305,"25692,28679"
Q3MJ13,133,WDR72_HUMAN,WD repeat-containing protein 72,Experimental evidence at transcript level,Cytoplasmic vesicle,ECO:0000250,"40257,40831,48212,57410,59819"
Q3MJ16,132,PA24E_HUMAN,Cytosolic phospholipase A2 epsilon,Experimental evidence at protein level,"Cytoplasm,cytosol;Early endosome membrane;Lysosome membrane;Cell membrane",ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"40329,41105,72562"
Q3MJ62,152,ZSC23_HUMAN,Zinc finger and SCAN domain-containing protein 23,Experimental evidence at protein level,Nucleus,ECO:0000255,"35959,35960"
Q3MUY2,114,PIGY_HUMAN,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,59018
Q3SX64,111,OD3L2_HUMAN,Outer dense fiber protein 3-like protein 2,Experimental evidence at protein level,,,"43431,67065,67973"
Q3SXM0,130,DC4L1_HUMAN,DDB1- and CUL4-associated factor 4-like protein 1,Experimental evidence at transcript level,,,"57686,73289,73535"
Q3SXM5,149,HSDL1_HUMAN,Inactive hydroxysteroid dehydrogenase-like protein 1,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"41006,45745"
Q3SXP7,102,SHSL1_HUMAN,Protein shisa-like-1,Experimental evidence at protein level,Membrane,ECO:0000305,"3957,51178,54632"
Q3SXY7,148,LRIT3_HUMAN,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",Experimental evidence at protein level,"Cell projection,dendrite;Perikaryon;Endoplasmic reticulum membrane",ECO:0000269;ECO:0000250;ECO:0000305,13454
Q3SXY8,143,AR13B_HUMAN,ADP-ribosylation factor-like protein 13B,Experimental evidence at protein level,"Cell projection,cilium membrane;Cell projection,cilium",ECO:0000269;ECO:0000269,"40883,48926,61849"
Q3SXZ7,132,TTLL9_HUMAN,Probable tubulin polyglutamylase TTLL9,Experimental evidence at transcript level,"Cytoplasm,cytoskeleton,cilium basal body;Cytoplasm,cytoskeleton;Cytoplasm,cytoskeleton,flagellum axoneme",ECO:0000250;ECO:0000250;ECO:0000250,"41772,55676"
Q3SY00,107,T10IP_HUMAN,Testis-specific protein 10-interacting protein,Experimental evidence at protein level,,,"49510,77636,77858"
Q3SY17,128,S2552_HUMAN,Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A52,Experimental evidence at transcript level,Mitochondrion inner membrane,ECO:0000305,"46388,46396,48917,58261,58273"
Q3SY52,140,ZIK1_HUMAN,Zinc finger protein interacting with ribonucleoprotein K,Experimental evidence at protein level,Nucleus,ECO:0000305,"59975,61984"
Q3SY56,142,SP6_HUMAN,Transcription factor Sp6,Experimental evidence at protein level,Nucleus,ECO:0000250,"24516,44469"
Q3SY69,153,AL1L2_HUMAN,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"39481,40638,59282"
Q3SY77,142,UD3A2_HUMAN,UDP-glucuronosyltransferase 3A2,Experimental evidence at transcript level,Membrane,ECO:0000305,59475
Q3SY84,141,K2C71_HUMAN,"Keratin, type II cytoskeletal 71",Experimental evidence at protein level,"Cytoplasm,cytoskeleton",ECO:0000269,49404
Q3SY89,137,ELB3B_HUMAN,Elongin-A3 member B,Experimental evidence at transcript level,Nucleus,ECO:0000255,"45656,48971,49178,50086,53158,66426"
Q3SYB3,142,FX4L6_HUMAN,Forkhead box protein D4-like 6,Experimental evidence at protein level,Nucleus,ECO:0000255,12836
Q3SYC2,125,MOGT2_HUMAN,2-acylglycerol O-acyltransferase 2,Experimental evidence at protein level,"Endoplasmic reticulum membrane;Cytoplasm,perinuclear region",ECO:0000269;ECO:0000269,28834
Q3SYG4,142,PTHB1_HUMAN,Protein PTHB1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cell projection,cilium membrane;Cytoplasm;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriolar satellite",,"21289,41584"
Q3T8J9,151,GON4L_HUMAN,GON-4-like protein,Experimental evidence at protein level,Nucleus,ECO:0000255,"6986,27329,30186,57305,71411,74504"
Q3T906,153,GNPTA_HUMAN,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000269,"14558,17754,42343,50240,60168"
Q3V5L5,136,MGT5B_HUMAN,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000250,"11082,17424,73207"
Q3V6T2,143,GRDN_HUMAN,Girdin,Experimental evidence at protein level,"Cell membrane;Cytoplasm,cytosol;Cytoplasmic vesicle;Cell projection,lamellipodium;Cytoplasm,cytoskeleton,cilium basal body;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"38101,38102,61408,77841"
Q3YBM2,123,T176B_HUMAN,Transmembrane protein 176B,Experimental evidence at protein level,Nucleus membrane,ECO:0000250,"47509,54692"
Q3YBR2,130,TBRG1_HUMAN,Transforming growth factor beta regulator 1,Experimental evidence at protein level,Nucleus,ECO:0000269,"39664,46197,55645,59564,68022,69760,77616,77785"
Q3YEC7,156,RABL6_HUMAN,Rab-like protein 6,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"44037,50638"
Q3ZAQ7,129,VMA21_HUMAN,Vacuolar ATPase assembly integral membrane protein VMA21,Experimental evidence at protein level,"Endoplasmic reticulum membrane;Endoplasmic reticulum-Golgi intermediate compartment membrane;Cytoplasmic vesicle,COPII-coated vesicle membrane",ECO:0000255;ECO:0000269;ECO:0000255;ECO:0000269;ECO:0000255;ECO:0000269,10972
Q3ZCM7,148,TBB8_HUMAN,Tubulin beta-8 chain,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000269,"43640,46280"
Q3ZCN5,119,OTOGL_HUMAN,Otogelin-like protein,Experimental evidence at protein level,Secreted,ECO:0000305,"40364,53392"
Q3ZCQ2,100,AX2R_HUMAN,Annexin-2 receptor,Experimental evidence at protein level,,,"51482,76765"
Q3ZCQ3,109,F174B_HUMAN,Membrane protein FAM174B,Experimental evidence at transcript level,Cell membrane;Golgi apparatus,ECO:0000269;ECO:0000269,15306
Q3ZCQ8,163,TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"48843,56448"
Q3ZCT1,141,ZN260_HUMAN,Zinc finger protein 260,Experimental evidence at protein level,Nucleus,ECO:0000269,28806
Q3ZCT8,130,KBTBC_HUMAN,Kelch repeat and BTB domain-containing protein 12,Experimental evidence at protein level,,,44182
Q3ZCU0,118,GVQW3_HUMAN,Protein GVQW3,Experimental evidence at transcript level,,,"39376,47613,57405"
Q3ZCV2,117,LEXM_HUMAN,Lymphocyte expansion molecule,Experimental evidence at transcript level,,,"35889,35890"
Q3ZCW2,135,LEGL_HUMAN,Galectin-related protein,Experimental evidence at protein level,,,"34549,46079,64361"
Q3ZCX4,146,ZN568_HUMAN,Zinc finger protein 568,Experimental evidence at transcript level,Nucleus,ECO:0000250,"24541,52061,62638"
Q400G9,127,AMZ1_HUMAN,Archaemetzincin-1,Experimental evidence at transcript level,,,20233
Q460N3,143,PAR15_HUMAN,Protein mono-ADP-ribosyltransferase PARP15,Experimental evidence at protein level,Nucleus,ECO:0000305,"35756,35757,74077,75786"
Q460N5,150,PAR14_HUMAN,Protein mono-ADP-ribosyltransferase PARP14,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000250;ECO:0000269,"8846,12063"
Q494R4,112,CC153_HUMAN,Coiled-coil domain-containing protein 153,Experimental evidence at protein level,,,41497
Q494U1,133,PKHN1_HUMAN,Pleckstrin homology domain-containing family N member 1,Experimental evidence at protein level,Cell membrane;Mitochondrion;Mitochondrion membrane,ECO:0000269;ECO:0000269;ECO:0000269,"31740,31741,31742,49712"
Q494V2,118,CP100_HUMAN,Cilia- and flagella-associated protein 100,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium axoneme",ECO:0000250,"46354,54499"
Q494W8,135,CRFM7_HUMAN,CHRNA7-FAM7A fusion protein,Experimental evidence at protein level,Membrane,ECO:0000250,"54017,70937,74766"
Q494X3,137,ZN404_HUMAN,Zinc finger protein 404,Experimental evidence at protein level,Nucleus,ECO:0000305,"32014,63607"
Q495A1,141,TIGIT_HUMAN,T-cell immunoreceptor with Ig and ITIM domains,Experimental evidence at protein level,Cell membrane,ECO:0000269,"29352,47222,76634"
Q495B1,139,AKD1A_HUMAN,Ankyrin repeat and death domain-containing protein 1A,Experimental evidence at transcript level,,,"40757,45474"
Q495C1,125,RN212_HUMAN,Probable E3 SUMO-protein ligase RNF212,Experimental evidence at transcript level,Nucleus;Chromosome,ECO:0000250;ECO:0000250,"37651,37652,57527,77943"
Q495M3,134,S36A2_HUMAN,Proton-coupled amino acid transporter 2,Experimental evidence at protein level,Cell membrane;Endoplasmic reticulum membrane;Recycling endosome membrane,ECO:0000269;ECO:0000250;ECO:0000250,"44002,62229"
Q495M9,159,USH1G_HUMAN,pre-mRNA splicing regulator USH1G,Experimental evidence at protein level,"Cytoplasm,cytosol;Cytoplasm,cytoskeleton;Cell membrane;Cell projection,cilium;Nucleus speckle;Nucleus,Cajal body;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Photoreceptor inner segment",ECO:0000250;ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250,24360
Q495N2,117,S36A3_HUMAN,Proton-coupled amino acid transporter 3,Experimental evidence at transcript level,Membrane,ECO:0000305,51232
Q495T6,147,MMEL1_HUMAN,Membrane metallo-endopeptidase-like 1,Experimental evidence at transcript level,Membrane;Secreted,,"7876,7877,8205,20786"
Q495W5,142,FUT11_HUMAN,"Alpha-(1,3)-fucosyltransferase 11",Experimental evidence at protein level,"Golgi apparatus,Golgi stack membrane",ECO:0000250,"13663,14033,48035"
Q495X7,127,TRI60_HUMAN,Tripartite motif-containing protein 60,Experimental evidence at protein level,,,"35809,35810,61496"
Q495Y8,117,SPDE2_HUMAN,Speedy protein E2,Experimental evidence at protein level,,,"44799,51750"
Q496A3,116,SPAS1_HUMAN,Spermatogenesis-associated serine-rich protein 1,Experimental evidence at protein level,,,"30897,46230,49722,75156"
Q496F6,141,CLM2_HUMAN,CMRF35-like molecule 2,Experimental evidence at protein level,Cell membrane,,15570
Q496H8,110,NRN1L_HUMAN,Neuritin-like protein,Experimental evidence at protein level,Cell membrane,ECO:0000305,"41761,76741"
Q496J9,145,SV2C_HUMAN,Synaptic vesicle glycoprotein 2C,Experimental evidence at protein level,"Cytoplasmic vesicle,secretory vesicle,synaptic vesicle membrane",ECO:0000250,"40722,40770,66084"
Q496M5,133,PLK5_HUMAN,Inactive serine/threonine-protein kinase PLK5,Experimental evidence at protein level,"Nucleus,nucleolus;Cytoplasm",ECO:0000250;ECO:0000269,35024
Q496Y0,151,LONF3_HUMAN,LON peptidase N-terminal domain and RING finger protein 3,Experimental evidence at protein level,,,"50422,61162"
Q499Z3,126,SLNL1_HUMAN,Schlafen-like protein 1,Experimental evidence at transcript level,,,"29931,29932,54956,74909,75773"
Q499Z4,144,ZN672_HUMAN,Zinc finger protein 672,Experimental evidence at protein level,Nucleus,ECO:0000305,"55779,62506"
Q49A17,128,GLTL6_HUMAN,Polypeptide N-acetylgalactosaminyltransferase-like 6,Experimental evidence at transcript level,Golgi apparatus membrane,ECO:0000250,"31018,31019"
Q49A26,156,GLYR1_HUMAN,Cytokine-like nuclear factor N-PAC,Experimental evidence at protein level,Nucleus;Chromosome,ECO:0000269;ECO:0000269,"17022,48226,50136"
Q49A88,134,CCD14_HUMAN,Coiled-coil domain-containing protein 14,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriolar satellite",ECO:0000269,"35278,35279,65336"
Q49A92,125,CH034_HUMAN,Uncharacterized protein C8orf34,Experimental evidence at transcript level,,,"44420,53065"
Q49AA0,144,ZFP69_HUMAN,Zinc finger protein 69 homolog,Experimental evidence at transcript level,Nucleus,ECO:0000250,"27808,54942"
Q49AG3,110,ZBED5_HUMAN,Zinc finger BED domain-containing protein 5,Experimental evidence at transcript level,,,"48472,50994,68879"
Q49AH0,114,CDNF_HUMAN,Cerebral dopamine neurotrophic factor,Experimental evidence at protein level,Secreted,ECO:0000269,44587
Q49AJ0,116,F135B_HUMAN,Protein FAM135B,Experimental evidence at protein level,,,"23911,23950,24815"
Q49AM1,120,MTEF2_HUMAN,"Transcription termination factor 2, mitochondrial",Experimental evidence at protein level,"Mitochondrion;Mitochondrion matrix,mitochondrion nucleoid",ECO:0000269;ECO:0000250,"3526,5524,70787"
Q49AM3,129,TTC31_HUMAN,Tetratricopeptide repeat protein 31,Experimental evidence at protein level,,,"41783,54624"
