uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies,loc_eco,loc_eco_comment,loc_exp_evidence,UniProt_final_locations,UniProt_Corresponding_GOTerm,CorrespondingGOTerm_HPA,Corresponding_HPA_location
Q5T6F2,150,UBAP2_HUMAN,Ubiquitin-associated protein 2,Experimental evidence at protein level,Nucleus;Chromosome;Cytoplasm,ECO:0000269;ECO:0000269;ECO:0000269,"21684,76220",Nucleus_ECO:0000269;Chromosome_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Chromosome;Cytoplasm,Nucleus;Chromosome;Cytoplasm,GO:0005634;GO:0005694;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q5T6L9,121,EMARD_HUMAN,Endoplasmic reticulum membrane-associated RNA degradation protein,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,41741,Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
Q5T6S3,156,PHF19_HUMAN,PHD finger protein 19,Experimental evidence at protein level,Nucleus,ECO:0000269,"51458,76045,78724",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5T7B8,161,KIF24_HUMAN,Kinesin-like protein KIF24,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",ECO:0000269;ECO:0000269,"20643,65812","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000269;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",centriole;centrosome,GO:0005814;GO:0005815,GO:0015630,Microtubules
Q5T7M4,113,ADIPL_HUMAN,Adipolin,Experimental evidence at protein level,Secreted,ECO:0000269,24107,Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0015630,Microtubules
Q5T7N3,135,KANK4_HUMAN,KN motif and ankyrin repeat domain-containing protein 4,Experimental evidence at protein level,Cytoplasm,ECO:0000269,14030,Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q5T7V8,139,GORAB_HUMAN,RAB6-interacting golgin,Experimental evidence at protein level,Cytoplasm;Golgi apparatus,ECO:0000269;ECO:0000269,"27250,27745,27746",Cytoplasm_ECO:0000269;Golgi apparatus_ECO:0000269,,Cytoplasm;Golgi apparatus,Cytoplasm;Golgi apparatus,GO:0005737;GO:0005794,GO:0005794;GO:0005737,Golgi apparatus;Cytosol
Q5T7W0,155,ZN618_HUMAN,Zinc finger protein 618,Experimental evidence at protein level,Nucleus;Chromosome,ECO:0000269;ECO:0000269,"23116,61732",Nucleus_ECO:0000269;Chromosome_ECO:0000269,,Nucleus;Chromosome,Nucleus;Chromosome,GO:0005634;GO:0005694,GO:0005634,Nucleoplasm
Q5T8A7,120,PPR26_HUMAN,Protein phosphatase 1 regulatory subunit 26,Experimental evidence at protein level,"Nucleus,nucleolus",ECO:0000269,"44686,63817","Nucleus,nucleolus_ECO:0000269",,"Nucleus,nucleolus",nucleolus,GO:0005730,GO:0005730,Nucleoli
Q5T9A4,160,ATD3B_HUMAN,ATPase family AAA domain-containing protein 3B,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"52034,58968,60751,64867,65305,68933,72584",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
Q5T9G4,130,ARM12_HUMAN,Armadillo repeat-containing protein 12,Experimental evidence at protein level,Nucleus;Mitochondrion outer membrane,ECO:0000269;ECO:0000250,"30894,30895,53225,75457,75777",Nucleus_ECO:0000269;Mitochondrion outer membrane_ECO:0000250,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5T9L3,144,WLS_HUMAN,Protein wntless homolog,Experimental evidence at protein level,Golgi apparatus membrane;Cytoplasmic vesicle membrane;Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus membrane;Early endosome membrane,ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"47450,55701,57062,69520,70254",Golgi apparatus membrane_ECO:0000269;Cytoplasmic vesicle membrane_ECO:0000269;Cell membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000269;Golgi apparatus membrane_ECO:0000269;Early endosome membrane_ECO:0000269,,Golgi apparatus membrane;Cytoplasmic vesicle membrane;Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus membrane;Early endosome membrane,Golgi apparatus membrane;Cytoplasmic vesicle membrane;Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus membrane;Early endosome membrane,GO:0000139;GO:0030659;GO:0005886;GO:0005789;GO:0000139;GO:0031901,GO:0005794;GO:0005768;GO:0097708;GO:0005783;GO:0005886,Endosomes;Golgi apparatus;Vesicles;Plasma membrane;Endoplasmic reticulum
Q5T9S5,123,CCD18_HUMAN,Coiled-coil domain-containing protein 18,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriolar satellite",ECO:0000269,"28035,54290","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriolar satellite_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriolar satellite",centriolar satellite,GO:0034451,GO:0034451,Centriolar satellite
Q5TA31,125,RN187_HUMAN,E3 ubiquitin-protein ligase RNF187,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"30098,58634",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q5TA45,148,INT11_HUMAN,Integrator complex subunit 11,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"28379,29025",Nucleus_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q5TA50,127,CPTP_HUMAN,Ceramide-1-phosphate transfer protein,Experimental evidence at protein level,"Cytoplasm,cytosol;Golgi apparatus,trans-Golgi network membrane;Cell membrane;Endosome membrane;Nucleus outer membrane",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,56832,"Cytoplasm,cytosol_ECO:0000269;Golgi apparatus,trans-Golgi network membrane_ECO:0000269;Cell membrane_ECO:0000269;Endosome membrane_ECO:0000269;Nucleus outer membrane_ECO:0000269",,"Cytoplasm,cytosol;Golgi apparatus,trans-Golgi network membrane;Cell membrane;Endosome membrane;Nucleus outer membrane",cytosol;trans-Golgi network membrane;Cell membrane;Endosome membrane;Nucleus outer membrane,GO:0005829;GO:0005794;GO:0005886;GO:0010008;GO:0005640,GO:0031965;GO:0005829;GO:0005794;GO:0005768;GO:0005886,Cytosol;Endosomes;Nuclear membrane;Golgi apparatus;Plasma membrane
Q5TAQ9,162,DCAF8_HUMAN,DDB1- and CUL4-associated factor 8,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"27218,27381",Nucleus_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q5TAT6,150,CODA1_HUMAN,Collagen alpha-1(XIII) chain,Experimental evidence at protein level,Cell membrane;Postsynaptic cell membrane,ECO:0000269;ECO:0000269,"38334,38711,45915,50392,57608",Cell membrane_ECO:0000269;Postsynaptic cell membrane_ECO:0000269,,Cell membrane;Postsynaptic cell membrane,Cell membrane;Postsynaptic cell membrane,GO:0005886;GO:0045211,GO:0005886,Plasma membrane
Q5TAX3,154,TUT4_HUMAN,Terminal uridylyltransferase 4,Experimental evidence at protein level,"Nucleus;Cytoplasm;Cytoplasm,Cytoplasmic ribonucleoprotein granule",ECO:0000269;ECO:0000269;ECO:0000269,"27411,27412,27973,67129","Nucleus_ECO:0000269;Cytoplasm_ECO:0000269;Cytoplasm,Cytoplasmic ribonucleoprotein granule_ECO:0000269",,"Nucleus;Cytoplasm;Cytoplasm,Cytoplasmic ribonucleoprotein granule",Nucleus;Cytoplasm;Cytoplasmic ribonucleoprotein granule,GO:0005634;GO:0005737;GO:0036464,GO:0005737;GO:0036464;GO:0005634,Cytosol;Cytoplasmic bodies;Nucleoplasm
Q5TB30,145,DEP1A_HUMAN,DEP domain-containing protein 1A,Experimental evidence at protein level,Nucleus,ECO:0000269,"17845,49272,63114,66510",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5TBA9,142,FRY_HUMAN,Protein furry homolog,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle pole",ECO:0000269;ECO:0000269;ECO:0000269,"41635,43914,58865","Cytoplasm_ECO:0000269;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269;Cytoplasm,cytoskeleton,spindle pole_ECO:0000269",,"Cytoplasm;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle pole",Cytoplasm;centrosome;spindle pole,GO:0005737;GO:0005815;GO:0000922,GO:0005737;GO:0015630,Cytosol;Microtubules
Q5TC82,152,RC3H1_HUMAN,Roquin-1,Experimental evidence at protein level,"Cytoplasm,P-body;Cytoplasmic granule",ECO:0000269;ECO:0000250,"27427,27428,27434,27448","Cytoplasm,P-body_ECO:0000269;Cytoplasmic granule_ECO:0000250",,"Cytoplasm,P-body",P-body,GO:0000932,GO:0036464,Cytoplasmic bodies
Q5TCS8,156,KAD9_HUMAN,Adenylate kinase 9,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"30803,30804,30805,31779,31780,31781,36324,36711",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q5TCY1,151,TTBK1_HUMAN,Tau-tubulin kinase 1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"31735,31736,31737",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q5TD94,133,RSH4A_HUMAN,Radial spoke head protein 4 homolog A,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium axoneme;Cell projection,cilium",ECO:0000305;ECO:0000269,"31196,31197,31198","Cytoplasm,cytoskeleton,cilium axoneme_ECO:0000305;Cell projection,cilium_ECO:0000269",,"Cell projection,cilium",cilium,GO:0005929,GO:0005737,Cytosol
Q5TD97,160,FHL5_HUMAN,Four and a half LIM domains protein 5,Experimental evidence at protein level,Nucleus,ECO:0000269,45151,Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5TDH0,149,DDI2_HUMAN,Protein DDI1 homolog 2,Experimental evidence at protein level,"Cytoplasm,cytosol;Chromosome",ECO:0000305;ECO:0000269,"43119,43225","Cytoplasm,cytosol_ECO:0000305;Chromosome_ECO:0000269",,Chromosome,Chromosome,GO:0005694,GO:0005634,Nucleoplasm
Q5TEU4,146,NDUF5_HUMAN,"Arginine-hydroxylase NDUFAF5, mitochondrial",Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"51184,54484,77869,77876",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
Q5TGI4,119,SAMD5_HUMAN,Sterile alpha motif domain-containing protein 5,Experimental evidence at protein level,Cytoplasm,ECO:0000269,67811,Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q5TGU0,117,TSPO2_HUMAN,Translocator protein 2,Experimental evidence at protein level,Endoplasmic reticulum membrane;Cell membrane,ECO:0000269;ECO:0000269,"46860,55792,60691,66996",Endoplasmic reticulum membrane_ECO:0000269;Cell membrane_ECO:0000269,,Endoplasmic reticulum membrane;Cell membrane,Endoplasmic reticulum membrane;Cell membrane,GO:0005789;GO:0005886,GO:0005783;GO:0005886,Plasma membrane;Endoplasmic reticulum
Q5TGY3,136,AHDC1_HUMAN,Transcription factor Gibbin,Experimental evidence at protein level,Nucleus;Chromosome,ECO:0000269;ECO:0000269,"28648,28685,28691",Nucleus_ECO:0000269;Chromosome_ECO:0000269,,Nucleus;Chromosome,Nucleus;Chromosome,GO:0005634;GO:0005694,GO:0005634,Nucleoplasm
Q5TGZ0,129,MIC10_HUMAN,MICOS complex subunit MIC10,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"59930,61281",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
Q5TH69,134,BIG3_HUMAN,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,Experimental evidence at protein level,"Cytoplasm;Cytoplasmic vesicle,secretory vesicle;Cytoplasmic vesicle,secretory vesicle membrane",ECO:0000269;ECO:0000250;ECO:0000305,"36350,36351","Cytoplasm_ECO:0000269;Cytoplasmic vesicle,secretory vesicle_ECO:0000250;Cytoplasmic vesicle,secretory vesicle membrane_ECO:0000305",,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q5THR3,148,EFCB6_HUMAN,EF-hand calcium-binding domain-containing protein 6,Experimental evidence at protein level,"Nucleus;Cytoplasm,cytoskeleton,cilium axoneme",ECO:0000269;ECO:0000305,"3098,18946","Nucleus_ECO:0000269;Cytoplasm,cytoskeleton,cilium axoneme_ECO:0000305",,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5TKA1,141,LIN9_HUMAN,Protein lin-9 homolog,Experimental evidence at protein level,"Nucleus,nucleoplasm",ECO:0000269,"30241,30243,77740","Nucleus,nucleoplasm_ECO:0000269",,"Nucleus,nucleoplasm",nucleoplasm,GO:0005654,GO:0005654,Nucleoplasm
Q5TZA2,150,CROCC_HUMAN,Rootletin,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium basal body;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",ECO:0000269;ECO:0000269;ECO:0000269,"21191,21762","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000269;Cytoplasm,cytoskeleton,cilium basal body_ECO:0000269;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium basal body;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",centriole;cilium basal body;centrosome,GO:0005814;GO:0036064;GO:0005815,GO:0015630,Microtubules
Q5TZF3,142,ANR45_HUMAN,Ankyrin repeat domain-containing protein 45,Experimental evidence at protein level,"Cytoplasm;Midbody,Midbody ring;Cleavage furrow",ECO:0000269;ECO:0000269;ECO:0000269,"31655,31656,31657","Cytoplasm_ECO:0000269;Midbody,Midbody ring_ECO:0000269;Cleavage furrow_ECO:0000269",,"Cytoplasm;Midbody,Midbody ring;Cleavage furrow",Cytoplasm;Midbody ring;Cleavage furrow,GO:0005737;GO:0090543;GO:0032154,GO:0005737;GO:0090543;GO:0032154,Cytosol;Cleavage furrow;Midbody ring
Q5U5Q3,148,MEX3C_HUMAN,RNA-binding E3 ubiquitin-protein ligase MEX3C,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"40603,63915",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q5U5X0,119,LYRM7_HUMAN,Complex III assembly factor LYRM7,Experimental evidence at protein level,Mitochondrion matrix,ECO:0000269,50053,Mitochondrion matrix_ECO:0000269,,Mitochondrion matrix,Mitochondrion matrix,GO:0005759,GO:0005739,Mitochondria
Q5U5Z8,131,CBPC2_HUMAN,Cytosolic carboxypeptidase 2,Experimental evidence at protein level,"Cytoplasm,cytosol;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium basal body",ECO:0000250;ECO:0000269;ECO:0000269,"7718,28614,54351","Cytoplasm,cytosol_ECO:0000250;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000269;Cytoplasm,cytoskeleton,cilium basal body_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium basal body",centriole;cilium basal body,GO:0005814;GO:0036064,GO:0015630,Microtubules
Q5U651,137,RAIN_HUMAN,Ras-interacting protein 1,Experimental evidence at protein level,"Cytoplasm,perinuclear region;Golgi apparatus,Golgi stack",ECO:0000269;ECO:0000269,"65655,77251","Cytoplasm,perinuclear region_ECO:0000269;Golgi apparatus,Golgi stack_ECO:0000269",,"Cytoplasm,perinuclear region;Golgi apparatus,Golgi stack",perinuclear region;Golgi stack,GO:0048471;GO:0005795,GO:0005794;GO:0005737,Golgi apparatus;Cytosol
Q5UIP0,166,RIF1_HUMAN,Telomere-associated protein RIF1,Experimental evidence at protein level,"Nucleus;Chromosome;Chromosome,telomere;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000269,"36887,36888","Nucleus_ECO:0000269;Chromosome_ECO:0000250;Chromosome,telomere_ECO:0000269;Cytoplasm,cytoskeleton,spindle_ECO:0000269",,"Nucleus;Chromosome,telomere;Cytoplasm,cytoskeleton,spindle",Nucleus;telomere;spindle,GO:0005634;GO:0000781;GO:0005819,GO:0015630;GO:0005634,Microtubules;Nucleoplasm
Q5VIR6,148,VPS53_HUMAN,Vacuolar protein sorting-associated protein 53 homolog,Experimental evidence at protein level,"Golgi apparatus,trans-Golgi network membrane;Endosome membrane;Recycling endosome",ECO:0000269;ECO:0000269;ECO:0000269,"22988,23020,24446,75763","Golgi apparatus,trans-Golgi network membrane_ECO:0000269;Endosome membrane_ECO:0000269;Recycling endosome_ECO:0000269",,"Golgi apparatus,trans-Golgi network membrane;Endosome membrane;Recycling endosome",trans-Golgi network membrane;Endosome membrane;Recycling endosome,GO:0005794;GO:0010008;GO:0055037,GO:0005794;GO:0005768,Golgi apparatus;Endosomes
Q5VSL9,144,STRP1_HUMAN,Striatin-interacting protein 1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"48673,52961,60302,60498",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q5VST9,195,OBSCN_HUMAN,Obscurin,Experimental evidence at protein level,"Cytoplasm,myofibril,sarcomere,M line;Cytoplasm,myofibril,sarcomere,Z line",ECO:0000269;ECO:0000269,"19497,21186,65801","Cytoplasm,myofibril,sarcomere,M line_ECO:0000269;Cytoplasm,myofibril,sarcomere,Z line_ECO:0000269",,"Cytoplasm,myofibril,sarcomere,M line;Cytoplasm,myofibril,sarcomere,Z line",M line;Z line,GO:0031430;GO:0030018,GO:0005737,Cytosol
Q5VT06,167,CE350_HUMAN,Centrosome-associated protein 350,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle;Nucleus;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium basal body",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"28355,28357,30806,30845,79754","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269;Cytoplasm,cytoskeleton,spindle_ECO:0000269;Nucleus_ECO:0000269;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000269;Cytoplasm,cytoskeleton,cilium basal body_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle;Nucleus;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium basal body",centrosome;spindle;Nucleus;centriole;cilium basal body,GO:0005815;GO:0005819;GO:0005634;GO:0005814;GO:0036064,GO:0015630;GO:0005634,Microtubules;Nucleoplasm
Q5VT66,145,MARC1_HUMAN,Mitochondrial amidoxime-reducing component 1,Experimental evidence at protein level,Mitochondrion outer membrane;Membrane,ECO:0000269;ECO:0000305,28702,Mitochondrion outer membrane_ECO:0000269;Membrane_ECO:0000305,,Mitochondrion outer membrane,Mitochondrion outer membrane,GO:0005741,GO:0005739,Mitochondria
Q5VTB9,159,RN220_HUMAN,E3 ubiquitin-protein ligase RNF220,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"27577,27578,27579,27580,54358",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
Q5VTD9,166,GFI1B_HUMAN,Zinc finger protein Gfi-1b,Experimental evidence at protein level,Nucleus,ECO:0000269,"6291,7012",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5VTT2,112,CFA95_HUMAN,Cilia- and flagella-associated protein 95,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium axoneme;Cell membrane;Cytoplasm",ECO:0000250;ECO:0000269;ECO:0000269,"21261,21263,21325,65822","Cytoplasm,cytoskeleton,cilium axoneme_ECO:0000250;Cell membrane_ECO:0000269;Cytoplasm_ECO:0000269",,Cell membrane;Cytoplasm,Cell membrane;Cytoplasm,GO:0005886;GO:0005737,GO:0005737;GO:0005886,Cytosol;Plasma membrane
Q5VU43,163,MYOME_HUMAN,Myomegalin,Experimental evidence at protein level,"Golgi apparatus;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome",ECO:0000269;ECO:0000250,"8162,12678","Golgi apparatus_ECO:0000269;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000250",,Golgi apparatus,Golgi apparatus,GO:0005794,GO:0005794,Golgi apparatus
Q5VU57,135,CBPC6_HUMAN,Cytosolic carboxypeptidase 6,Experimental evidence at transcript level,"Cytoplasm,cytosol;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Golgi apparatus;Cytoplasm,cytoskeleton,cilium basal body",ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000269,"37994,37995,54990","Cytoplasm,cytosol_ECO:0000250;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000269;Golgi apparatus_ECO:0000269;Cytoplasm,cytoskeleton,cilium basal body_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Golgi apparatus;Cytoplasm,cytoskeleton,cilium basal body",centriole;Golgi apparatus;cilium basal body,GO:0005814;GO:0005794;GO:0036064,GO:0005794;GO:0015630,Golgi apparatus;Microtubules
Q5VUA4,156,ZN318_HUMAN,Zinc finger protein 318,Experimental evidence at protein level,Nucleus,ECO:0000269,"27022,27031",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5VUB5,138,F1711_HUMAN,Protein FAM171A1,Experimental evidence at protein level,Cell membrane,ECO:0000269,"51345,54520",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
Q5VUG0,150,SMBT2_HUMAN,Scm-like with four MBT domains protein 2,Experimental evidence at protein level,Nucleus,ECO:0000269,"35447,35448,70388",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5VV42,160,CDKAL_HUMAN,Threonylcarbamoyladenosine tRNA methylthiotransferase,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"14374,14425,57474",Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
Q5VV43,162,K0319_HUMAN,Dyslexia-associated protein KIAA0319,Experimental evidence at protein level,Cell membrane;Early endosome membrane,ECO:0000269;ECO:0000269,"15607,76313",Cell membrane_ECO:0000269;Early endosome membrane_ECO:0000269,,Cell membrane;Early endosome membrane,Cell membrane;Early endosome membrane,GO:0005886;GO:0031901,GO:0005768;GO:0005886,Plasma membrane;Endosomes
Q5VV67,162,PPRC1_HUMAN,Peroxisome proliferator-activated receptor gamma coactivator-related protein 1,Experimental evidence at protein level,Nucleus,ECO:0000269,"38511,38512,57571",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5VVQ6,145,OTU1_HUMAN,Ubiquitin thioesterase OTU1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"28400,28439",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
Q5VVY1,120,NTM1B_HUMAN,N-terminal Xaa-Pro-Lys N-methyltransferase 2,Experimental evidence at protein level,Nucleus,ECO:0000269,"27829,28049",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5VW38,145,GP107_HUMAN,Protein GPR107,Experimental evidence at protein level,"Cell membrane;Golgi apparatus,trans-Golgi network membrane",ECO:0000250;ECO:0000269,"31704,49209","Cell membrane_ECO:0000250;Golgi apparatus,trans-Golgi network membrane_ECO:0000269",,"Golgi apparatus,trans-Golgi network membrane",trans-Golgi network membrane,GO:0005794,GO:0005794,Golgi apparatus
Q5VWC8,119,HACD4_HUMAN,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"44793,58666,60474,78123",Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
Q5VWG9,165,TAF3_HUMAN,Transcription initiation factor TFIID subunit 3,Experimental evidence at protein level,Nucleus,ECO:0000269,"58402,65438,66184,69661,77220",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
Q5VWJ9,141,SNX30_HUMAN,Sorting nexin-30,Experimental evidence at protein level,Early endosome membrane,ECO:0000269,"19346,29864,50743",Early endosome membrane_ECO:0000269,,Early endosome membrane,Early endosome membrane,GO:0031901,GO:0005768,Endosomes
Q5VWK5,153,IL23R_HUMAN,Interleukin-23 receptor,Experimental evidence at protein level,Cell membrane,ECO:0000269,"56427,58327,76727",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
